name,kind,domain,omics_type,contributing_projects,n_projects,n_implementations,licenses,integration_mode,redistributable,signature,external_deps,source_paths,description,native_connectors,availability
openrouter_chat_with_retry,tool,Tool_Creation_Benchmark/simple_set,general,STELLA,1,1,Apache-2.0,vendor,True,"openrouter_chat_with_retry(model_id, messages, api_key, timeout)",,STELLA/Tool_Creation_Benchmark/simple_set/run_benchmark.py,"Call OpenRouter; retry once after RETRY_BACKOFF_SEC on 429, 5xx, timeout, connection.",,wrappable
opentargets_graphql,tool,handlers,general,BioMedArena,1,1,MIT,vendor,True,opentargets_graphql(args),,BioMedArena/harness/tools/openai_ported/handlers.py,,mcp-clinical-genomics,already-available
orphanet_rare_disease_search,tool,new_tools,general,STELLA,1,1,Apache-2.0,vendor,True,"orphanet_rare_disease_search(disease_terms, model_name)",,STELLA/new_tools/virtual_screening_tools.py,"Search and process Orphanet rare disease database information. Orphanet is a comprehensive resource for information on rare diseases and orphan drugs, providing data on disease-gene associations. Args: disease_terms: List of rare disease names or ter",mcp-genes-ontologies,already-available
output_to_string,tool,robin,general,Robin,1,1,Apache-2.0,vendor,True,output_to_string(data_list),,Robin/robin/utils.py,,mcp-protein-annotation,already-available
overall_health_score,tool,health_scores,general,BioMedArena,1,1,MIT,vendor,True,"overall_health_score(sleep, activity, hrv, vitals)",,BioMedArena/harness/tools/health_scores.py,Compute composite health score from sub-domains.,,wrappable
paper_search,tool,web/literature search,general,OrigeneMCP,1,1,NONE,adapter-only,False,paper_search(query),web/literature search,OrigeneMCP/tools/search/server.py,"Run the openalex search engine with a given query, retrieving and filtering results.",mcp-literature,already-available
parse_args,tool,AutoBA,general,AutoBA;STELLA,2,2,Apache-2.0;MIT,vendor,True,parse_args(),,AutoBA/gui.py;STELLA/Tool_Creation_Benchmark/simple_set/run_benchmark.py,Parse CLI and optional --config JSON. Returns namespace with all config.,,wrappable
parse_hpo_obo,tool,new_tools,general,STELLA,1,1,Apache-2.0,vendor,True,parse_hpo_obo(obo_file_path),,STELLA/new_tools/database_tools.py,"Simple HPO OBO file parser to extract term IDs and names. Args: obo_file_path (str): Path to the HPO OBO file Returns: Dict[str, str]: Dictionary mapping HPO IDs to names",mcp-genes-ontologies,already-available
parse_mcq_to_letters,tool,Tool_Creation_Benchmark/simple_set,general,STELLA,1,1,Apache-2.0,vendor,True,"parse_mcq_to_letters(mcq_text, question_rows)",,STELLA/Tool_Creation_Benchmark/simple_set/run_benchmark.py,"Extract one letter A/B/C/D per question; first valid letter in text. Returns list of (letter, notes): letter is A/B/C/D or ""?"", notes is """" or ""INVALID_FORMAT"".",,wrappable
parse_mcq_to_standard_format,tool,Tool_Creation_Benchmark/simple_set,general,STELLA,1,1,Apache-2.0,vendor,True,"parse_mcq_to_standard_format(mcq_text, question_rows)",,STELLA/Tool_Creation_Benchmark/simple_set/run_benchmark.py,Parse model MCQ response into standard format: Q_ID <letter> Only the letter (A/B/C/D) per question. Uses question_rows to know Q_IDs.,,wrappable
parse_mmseqs_search_results,tool,new_tools,general,STELLA,1,1,Apache-2.0,vendor,True,"parse_mmseqs_search_results(result_file, target_database)",,STELLA/new_tools/enzyme_tools.py,Parses a standard MMseqs2 tabular result file (.m8 format). The default output format has 12 columns: 1. query: Query identifier 2. target: Target identifier 3. pident: Percentage of identical matches 4. alnlen: Alignment length 5. mismatch: Number o,mcp-genes-ontologies,already-available
parse_repeat_idx,tool,Tool_Creation_Benchmark/simple_set,general,STELLA,1,1,Apache-2.0,vendor,True,parse_repeat_idx(notes),,STELLA/Tool_Creation_Benchmark/simple_set/score_results.py,Parse repeat index from notes; default 1 if missing/invalid.,,wrappable
parse_returncode,tool,Tool_Creation_Benchmark/hard_set,general,STELLA,1,1,Apache-2.0,vendor,True,parse_returncode(v),,STELLA/Tool_Creation_Benchmark/hard_set/summarize_eval.py,,,wrappable
parse_score,tool,Tool_Creation_Benchmark/hard_set,general,STELLA,1,1,Apache-2.0,vendor,True,parse_score(v),,STELLA/Tool_Creation_Benchmark/hard_set/summarize_eval.py,,,wrappable
pdb_get_aggregation_group_provenance,tool,RCSB PDB,general,OrigeneMCP,1,1,NONE,adapter-only,False,pdb_get_aggregation_group_provenance(group_id),RCSB PDB,OrigeneMCP/tools/pdb/server.py,"Retrieve provenance information for an aggregation group in PDB. Args: group_id (str): The aggregation group identifier (e.g. ""1"", ""2"") Returns: List[types.TextContent]: A list containing one TextContent object with: - text: JSON string of aggregation group provenance including: - 'rcsb_aggregation_group_provenance': - 'group_id': group ID - 'aggregation_method': method used - 'aggregation_criteri",mcp-structures-interactions,already-available
pdb_get_branched_entity_instance,tool,RCSB PDB,general,OrigeneMCP,1,1,NONE,adapter-only,False,"pdb_get_branched_entity_instance(entry_id, instance_id)",RCSB PDB,OrigeneMCP/tools/pdb/server.py,"Retrieve detailed information about a branched entity instance in a PDB entry. Args: entry_id (str): The 4-character PDB entry ID (e.g. ""1CRN"", ""1TUP"") instance_id (str): The branched entity instance identifier (usually ""1"", ""2"", etc.) Returns: List[types.TextContent]: A list containing one TextContent object with: - text: JSON string of branched entity instance info including: - 'rcsb_branched_en",mcp-structures-interactions,already-available
pdb_get_drugbank_annotations,tool,RCSB PDB,general,OrigeneMCP,1,1,NONE,adapter-only,False,pdb_get_drugbank_annotations(component_id),RCSB PDB,OrigeneMCP/tools/pdb/server.py,"Retrieve DrugBank annotations for a chemical component in PDB. Args: component_id (str): The 3-letter chemical component ID (e.g. ""ATP"", ""HEM"") Returns: List[types.TextContent]: A list containing one TextContent object with: - text: JSON string of DrugBank annotations including: - 'drugbank_id': DrugBank ID - 'name': drug name - 'description': drug description - 'groups': drug groups (e.g. approve",mcp-structures-interactions,already-available
pdb_get_entry_groups,tool,RCSB PDB,general,OrigeneMCP,1,1,NONE,adapter-only,False,pdb_get_entry_groups(group_id),RCSB PDB,OrigeneMCP/tools/pdb/server.py,"Retrieve detailed group information from RCSB PDB for a specified Group Deposition ID. Args: group_id (str): The PDB Group Deposition ID (e.g., ""G_1002011"") Returns: List[types.TextContent]: A list containing one TextContent object with: - text: JSON string containing: - rcsb_id: Group-level RCSB identifier - rcsb_group_container_identifiers: Group and member ID relationships - group_id - group_pr",mcp-structures-interactions,already-available
pdb_get_nonpolymer_entity_groups,tool,RCSB PDB,general,OrigeneMCP,1,1,NONE,adapter-only,False,pdb_get_nonpolymer_entity_groups(group_id),RCSB PDB,OrigeneMCP/tools/pdb/server.py,"Retrieve a non-polymer entity group object from RCSB PDB by Chemical Component ID. Args: group_id (str): The Chemical Component ID (e.g., ""HEM"" for heme group) Returns: List[types.TextContent]: A list containing one TextContent object with: - text: JSON string containing: - rcsb_id: Group-level identifier - rcsb_group_container_identifiers: - group_id - group_provenance_id - parent_member_ids - gr",mcp-structures-interactions,already-available
pdb_get_nonpolymer_entity_instance,tool,RCSB PDB,general,OrigeneMCP,1,1,NONE,adapter-only,False,"pdb_get_nonpolymer_entity_instance(entry_id, instance_id)",RCSB PDB,OrigeneMCP/tools/pdb/server.py,"Retrieve detailed information about a non-polymer entity instance in a PDB entry. Args: entry_id (str): The 4-character PDB entry ID (e.g. ""1CRN"", ""1TUP"") instance_id (str): The non-polymer entity instance identifier (usually ""1"", ""2"", etc.) Returns: List[types.TextContent]: A list containing one TextContent object with: - text: JSON string of non-polymer entity instance info including: - 'rcsb_no",mcp-structures-interactions,already-available
pdb_get_pdb_cluster_data_aggregation,tool,RCSB PDB,general,OrigeneMCP,1,1,NONE,adapter-only,False,pdb_get_pdb_cluster_data_aggregation(cluster_id),RCSB PDB,OrigeneMCP/tools/pdb/server.py,"Retrieve data aggregation information for a PDB cluster. Args: cluster_id (str): The cluster identifier (e.g. ""1"", ""2"") Returns: List[types.TextContent]: A list containing one TextContent object with: - text: JSON string of cluster data aggregation including: - 'rcsb_cluster_data_aggregation': - 'cluster_id': cluster ID - 'cluster_size': number of members - 'cluster_method': clustering method - 'c",mcp-structures-interactions,already-available
pdb_get_pdb_cluster_data_aggregation_method,tool,RCSB PDB,general,OrigeneMCP,1,1,NONE,adapter-only,False,pdb_get_pdb_cluster_data_aggregation_method(method_id),RCSB PDB,OrigeneMCP/tools/pdb/server.py,"Retrieve details about a PDB cluster data aggregation method. Args: method_id (str): The method identifier (e.g. ""sequence_identity"", ""structure_similarity"") Returns: List[types.TextContent]: A list containing one TextContent object with: - text: JSON string of method details including: - 'rcsb_cluster_data_aggregation_method': - 'id': method ID - 'name': method name - 'description': method descri",mcp-structures-interactions,already-available
pdb_get_polymer_entity_groups,tool,RCSB PDB,general,OrigeneMCP,1,1,NONE,adapter-only,False,pdb_get_polymer_entity_groups(group_id),RCSB PDB,OrigeneMCP/tools/pdb/server.py,"Retrieve a polymer entity group from RCSB PDB by UniProt ID or sequence cluster ID. Args: group_id (str): A UniProt ID (e.g., ""Q3Y9I6"") or RCSB sequence cluster ID Returns: List[types.TextContent]: A list containing one TextContent object with: - text: JSON string containing: - rcsb_id: Identifier for the entity group - rcsb_group_container_identifiers: - group_id - group_provenance_id - parent_me",mcp-genes-ontologies;mcp-structures-interactions,already-available
pdb_get_polymer_entity_instance,tool,RCSB PDB,general,OrigeneMCP,1,1,NONE,adapter-only,False,"pdb_get_polymer_entity_instance(entry_id, instance_id)",RCSB PDB,OrigeneMCP/tools/pdb/server.py,"Retrieve detailed information about a polymer entity instance in a PDB entry. Args: entry_id (str): The 4-character PDB entry ID (e.g. ""1CRN"", ""1TUP"") instance_id (str): The polymer entity instance identifier (usually ""1"", ""2"", etc.) Returns: List[types.TextContent]: A list containing one TextContent object with: - text: JSON string of polymer entity instance info including: - 'rcsb_polymer_entity",mcp-structures-interactions,already-available
pdb_get_polymer_interface,tool,RCSB PDB,general,OrigeneMCP,1,1,NONE,adapter-only,False,"pdb_get_polymer_interface(entry_id, assembly_id, interface_id)",RCSB PDB,OrigeneMCP/tools/pdb/server.py,"Retrieve detailed information about a polymer interface in a PDB entry. Args: entry_id (str): The 4-character PDB entry ID (e.g. ""1CRN"", ""1TUP"") assembly_id (str): The assembly identifier (usually ""1"", ""2"", etc.) interface_id (str): The interface identifier (usually ""1"", ""2"", etc.) Returns: List[types.TextContent]: A list containing one TextContent object with: - text: JSON string of interface inf",mcp-structures-interactions,already-available
pdb_get_residue_chains,tool,RCSB PDB,general,OrigeneMCP,1,1,NONE,adapter-only,False,pdb_get_residue_chains(entry_id),RCSB PDB,OrigeneMCP/tools/pdb/server.py,"Retrieve residue chain information for a PDB entry. Args: entry_id (str): The 4-character PDB entry ID (e.g. ""1CRN"", ""1TUP"") Returns: List[types.TextContent]: A list containing one TextContent object with: - text: JSON string of residue chain information including: - 'rcsb_id': PDB ID - 'chains': list of chains with: - 'asym_id': asymmetric unit ID - 'auth_asym_id': author asymmetric unit ID - 'en",mcp-structures-interactions,already-available
pdb_get_structural_assembly,tool,RCSB PDB,general,OrigeneMCP,1,1,NONE,adapter-only,False,"pdb_get_structural_assembly(entry_id, assembly_id)",RCSB PDB,OrigeneMCP/tools/pdb/server.py,"Retrieve structural assembly information for a PDB entry. Args: entry_id (str): The 4-character PDB entry ID (e.g. ""1CRN"", ""1TUP"") assembly_id (str): The assembly identifier (default: ""1"") Returns: List[types.TextContent]: A list containing one TextContent object with: - text: JSON string of assembly information including: - 'rcsb_struct_assembly': - 'id': assembly ID - 'details': assembly descrip",mcp-structures-interactions,already-available
pdb_get_uniprot_annotations,tool,RCSB PDB,general,OrigeneMCP,1,1,NONE,adapter-only,False,"pdb_get_uniprot_annotations(entry_id, entity_id)",RCSB PDB,OrigeneMCP/tools/pdb/server.py,"Retrieve UniProt annotations for a polymer entity in a PDB entry. Args: entry_id (str): The 4-character PDB entry ID (e.g. ""1CRN"", ""1TUP"") entity_id (str): The polymer entity identifier (usually ""1"", ""2"", etc.) Returns: List[types.TextContent]: A list containing one TextContent object with: - text: JSON string of UniProt annotations including: - 'rcsb_id': PDB ID - 'entity_id': entity ID - 'unipro",mcp-genes-ontologies;mcp-structures-interactions,already-available
perform_crispr_cas9_genome_editing,tool,bioengineering,general,Biomni,1,1,Apache-2.0,vendor,True,"perform_crispr_cas9_genome_editing(guide_rna_sequences, target_genomic_loci, cell_tissue_type)",,Biomni/biomni/tool/tool_description/bioengineering.py,"Simulates CRISPR-Cas9 genome editing process including guide RNA design, delivery, and analysis.",,wrappable
pharmgkb_lookup,tool,handlers,general,BioMedArena,1,1,MIT,vendor,True,pharmgkb_lookup(args),,BioMedArena/harness/tools/openai_ported/handlers.py,,,wrappable
phipster_get_hpid_list_by_vpid,tool,multi-db search,general,OrigeneMCP,1,1,NONE,adapter-only,False,phipster_get_hpid_list_by_vpid(vpid),multi-db search,OrigeneMCP/tools/dbsearch/server.py,"Retrieve a list of protein-protein interaction (PPI) records between a viral protein and human proteins from the Phipster database by viral protein ID (VPID). Args: vpid: The viral protein ID to query interactions for. Returns: A list of hpid, each human protein id interaction the given viral protein. Example: [""23488"", ""23485"", ...]",,needs-new-adapter
phipster_hpid_list_to_hpname_list,tool,multi-db search,general,OrigeneMCP,1,1,NONE,adapter-only,False,phipster_hpid_list_to_hpname_list(hpid_list),multi-db search,OrigeneMCP/tools/dbsearch/server.py,"Convert a list of hpid records to records human protein names, using the PHIPSTER database mapping. Args: hpid_list: A list of hpid Returns: A list of hpname by a corresponding 'humanprotein_name'. If a name is not found for a given ID, it will be labeled as 'Unknown_{id}'. Example: Input: [5095, 4427, 5539, 15404, 6385, 3727, 5161, 17652, 6447, 3758, 7540] Output: ['STAT3', 'CDK2', 'GSK3B', 'TRIB",,needs-new-adapter
